,cve,vectorString,Exploitation,Automatable,TechnicalImpact,base_vector,cisa_kev,nuclei,metasploit,exploitdb,poc_github,_Exploitation,KeyPhrases
5270,CVE-2024-32657,,None,Yes,Partial,,False,False,False,False,False,None,
5271,CVE-2024-32855,,None,No,Partial,,False,False,False,False,False,None,
5272,CVE-2024-32443,,None,No,Partial,,False,False,False,False,False,None,
5273,CVE-2024-32910,,None,No,Partial,,False,False,False,False,False,None,
5274,CVE-2024-32290,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:L,Poc,No,Total,,False,False,False,False,False,None,
5275,CVE-2024-32802,,None,No,Partial,,False,False,False,False,False,None,
5276,CVE-2024-32947,,None,No,Partial,,False,False,False,False,False,None,
5277,CVE-2024-32697,,None,No,Partial,,False,False,False,False,False,None,
5278,CVE-2024-32678,,None,No,Partial,,False,False,False,False,False,None,
5279,CVE-2024-32547,,None,No,Partial,,False,False,False,False,False,None,
5280,CVE-2024-32951,,None,Yes,Partial,,False,False,False,False,False,None,
5281,CVE-2024-32681,,None,No,Partial,,False,False,False,False,False,None,
5282,CVE-2024-32394,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,None,No,Total,,False,False,False,False,False,None,
5283,CVE-2024-32510,,None,No,Partial,,False,False,False,False,False,None,
5284,CVE-2024-32455,,None,No,Partial,,False,False,False,False,False,None,
5285,CVE-2024-32286,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Poc,Yes,Total,,False,False,False,False,False,None,
5286,CVE-2024-32639,,None,No,Total,,False,False,False,False,False,None,
5287,CVE-2024-32584,,None,No,Partial,,False,False,False,False,False,None,
5288,CVE-2024-32091,,None,No,Partial,,False,False,False,False,False,None,
5289,CVE-2024-32992,,None,No,Partial,,False,False,False,False,False,None,
5290,CVE-2024-32212,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
5291,CVE-2024-32707,,None,No,Partial,,False,False,False,False,False,None,
5292,CVE-2024-32479,,None,No,Partial,,False,False,False,False,False,None,
5293,CVE-2024-32880,,None,No,Total,,False,False,False,False,False,None,
5294,CVE-2024-32615,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,None,Yes,Total,,False,False,False,False,False,None,
5295,CVE-2024-32896,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,Active,No,Total,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,True,False,False,False,False,Active,
5296,CVE-2024-32480,,None,Yes,Total,,False,False,False,False,False,None,
5297,CVE-2024-32879,,None,No,Partial,,False,False,False,False,False,None,
5298,CVE-2024-32603,,None,No,Total,,False,False,False,False,False,None,
5299,CVE-2024-32746,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:L,Poc,No,Partial,,False,False,False,False,False,None,
5300,CVE-2024-32438,,None,No,Partial,,False,False,False,False,False,None,
5301,CVE-2024-32592,,None,No,Partial,,False,False,False,False,False,None,
5302,CVE-2024-32087,,None,No,Partial,,False,False,False,False,False,None,
5303,CVE-2024-32766,,None,Yes,Total,,False,False,False,False,False,None,
5304,CVE-2024-32623,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
5305,CVE-2024-32789,,None,No,Partial,,False,False,False,False,False,None,
5306,CVE-2024-32859,,None,No,Total,,False,False,False,False,False,None,
5307,CVE-2024-32731,,None,No,Partial,,False,False,False,False,False,None,
5308,CVE-2024-32674,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,None,No,Partial,,False,False,False,False,False,None,
5309,CVE-2024-32418,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Poc,Yes,Total,,False,False,False,False,False,None,
5310,CVE-2024-32727,,None,Yes,Partial,,False,False,False,False,False,None,
5311,CVE-2024-32662,,None,Yes,Partial,,False,False,False,False,False,None,
5312,CVE-2024-32818,,None,No,Partial,,False,False,False,False,False,None,
5313,CVE-2024-32320,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,Poc,No,Partial,,False,False,False,False,False,None,
5314,CVE-2024-32635,,None,No,Total,,False,False,False,False,False,None,
5315,CVE-2024-32459,,None,Yes,Total,,False,False,False,False,True,Poc,
5316,CVE-2024-32588,,None,No,Partial,,False,False,False,False,False,None,
5317,CVE-2024-32834,,None,No,Partial,,False,False,False,False,False,None,
5318,CVE-2024-32567,,None,No,Partial,,False,False,False,False,False,None,
5319,CVE-2024-32619,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,None,No,Partial,,False,False,False,False,False,None,
5320,CVE-2024-32926,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,None,No,Partial,,False,False,False,False,False,None,
5321,CVE-2024-32025,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,None,No,Total,,False,False,False,False,False,None,
5322,CVE-2024-32475,,None,Yes,Partial,,False,False,False,False,False,None,
5323,CVE-2024-32463,,None,No,Partial,,False,False,False,False,False,None,
5324,CVE-2024-32930,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,None,No,Partial,,False,False,False,False,False,None,
5325,CVE-2024-32875,,None,No,Partial,,False,False,False,False,False,None,
5326,CVE-2024-32967,,None,Yes,Partial,,False,False,False,False,False,None,
5327,CVE-2024-32064,,None,No,Total,,False,False,False,False,False,None,
5328,CVE-2024-32822,,None,No,Total,,False,False,False,False,False,None,
5329,CVE-2024-32988,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,None,Yes,Partial,,False,False,False,False,False,None,
5330,CVE-2024-32966,,Poc,No,Partial,,False,False,False,False,False,None,
5331,CVE-2024-32065,,None,No,Total,,False,False,False,False,False,None,
5332,CVE-2024-32570,,None,No,Partial,,False,False,False,False,False,None,
5333,CVE-2024-32989,,None,No,Partial,,False,False,False,False,False,None,
5334,CVE-2024-32462,,None,No,Total,,False,False,False,False,False,None,
5335,CVE-2024-32874,,None,No,Partial,,False,False,False,False,False,None,
5336,CVE-2024-32527,,None,No,Partial,,False,False,False,False,False,None,
5337,CVE-2024-32474,,None,No,Partial,,False,False,False,False,False,None,
5338,CVE-2024-32161,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
5339,CVE-2024-32618,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,None,No,Partial,,False,False,False,False,False,None,
5340,CVE-2024-32970,,None,No,Partial,,False,False,False,False,False,None,
5341,CVE-2024-32835,,None,No,Partial,,False,False,False,False,False,None,
5342,CVE-2024-32566,,None,No,Partial,,False,False,False,False,False,None,
5343,CVE-2024-32136,,None,No,Partial,,False,False,False,False,True,Poc,
5344,CVE-2024-32458,,None,Yes,Total,,False,False,False,False,False,None,
5345,CVE-2024-32634,,None,No,Partial,,False,False,False,False,False,None,
5346,CVE-2024-32663,,None,No,Partial,,False,False,False,False,False,None,
5347,CVE-2024-32399,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:L,Poc,No,Total,,False,True,False,False,True,Poc,
5348,CVE-2024-32049,,None,No,Total,,False,False,False,False,False,None,
5349,CVE-2024-32730,,None,No,Partial,,False,False,False,False,False,None,
5350,CVE-2024-32675,,None,Yes,Total,,False,False,False,False,False,None,
5351,CVE-2024-32858,,None,No,Total,,False,False,False,False,False,None,
5352,CVE-2024-32337,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,None,No,Partial,,False,False,False,False,False,None,
5353,CVE-2024-32788,,None,Yes,Partial,,False,False,False,False,False,None,
5354,CVE-2024-32655,,None,Yes,Total,,False,False,False,False,False,None,
5355,CVE-2024-32593,,None,No,Partial,,False,False,False,False,False,None,
5356,CVE-2024-32985,,None,No,Partial,,False,False,False,False,False,None,
5357,CVE-2024-32602,,None,No,Total,,False,False,False,False,False,None,
5358,CVE-2024-32481,,Poc,Yes,Partial,,False,False,False,False,False,None,
5359,CVE-2024-32614,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
5360,CVE-2024-32301,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Poc,Yes,Total,,False,False,False,False,False,None,
5361,CVE-2024-32028,,None,Yes,Partial,,False,False,False,False,False,None,
5362,CVE-2024-32213,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,None,Yes,Partial,,False,False,False,False,False,None,
5363,CVE-2024-32993,,None,No,Partial,,False,False,False,False,False,None,
5364,CVE-2024-32287,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Poc,No,Partial,,False,False,False,False,False,None,
5365,CVE-2024-32638,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,None,No,Partial,,False,False,False,False,False,None,
5366,CVE-2024-32792,,None,No,Partial,,False,False,False,False,False,None,
5367,CVE-2024-32141,,None,No,Partial,,False,False,False,False,False,None,
5368,CVE-2024-32511,,None,Yes,Total,,False,False,False,False,False,None,
5369,CVE-2024-32907,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
5370,CVE-2024-32454,,None,No,Partial,,False,False,False,False,False,None,
5371,CVE-2024-32680,,None,Yes,Partial,,False,False,False,False,False,None,
5372,CVE-2024-32546,,None,No,Partial,,False,False,False,False,False,None,
5373,CVE-2024-32053,,None,Yes,Total,,False,False,False,False,False,None,
5374,CVE-2024-32950,,None,No,Partial,,False,False,False,False,False,None,
5375,CVE-2024-32696,,None,No,Partial,,False,False,False,False,False,None,
5376,CVE-2024-32679,,None,No,Partial,,False,False,False,False,False,None,
5377,CVE-2024-32100,,None,Yes,Partial,,False,False,False,False,False,None,
5378,CVE-2024-32045,,None,No,Partial,,False,False,False,False,False,None,
5379,CVE-2024-32291,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Poc,Yes,Partial,,False,False,False,False,False,None,
5380,CVE-2024-32784,,None,No,Partial,,False,False,False,False,False,None,
5381,CVE-2024-32507,,None,No,Total,,False,False,False,False,False,None,
5382,CVE-2024-32760,,None,Yes,Partial,,False,False,False,False,False,None,
5383,CVE-2024-32625,,None,No,Partial,,False,False,False,False,False,None,
5384,CVE-2024-32737,,Poc,Yes,Partial,,False,False,False,False,False,None,
5385,CVE-2024-32672,,None,No,Partial,,False,False,False,False,False,None,
5386,CVE-2024-32808,,None,No,Partial,,False,False,False,False,False,None,
5387,CVE-2024-32371,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,None,Yes,Total,,False,False,False,False,True,Poc,
5388,CVE-2024-32664,,None,Yes,Partial,,False,False,False,False,False,None,
5389,CVE-2024-32058,,None,No,Total,,False,False,False,False,False,None,
5390,CVE-2024-32326,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:N/A:N,None,No,Partial,,False,False,False,False,False,None,
5391,CVE-2024-32776,,None,Yes,Partial,,False,False,False,False,False,None,
5392,CVE-2024-32849,,None,No,Total,,False,False,False,False,False,None,
5393,CVE-2024-32648,,None,Yes,Partial,,False,False,False,False,False,None,
5394,CVE-2024-32977,,None,No,Total,,False,False,False,False,False,None,
5395,CVE-2024-32561,,None,No,Partial,,False,False,False,False,False,None,
5396,CVE-2024-32131,,None,No,Partial,,False,False,False,False,False,None,
5397,CVE-2024-32998,,None,No,Partial,,False,False,False,False,False,None,
5398,CVE-2024-32023,,None,Yes,Partial,,False,False,False,False,False,None,
5399,CVE-2024-32920,,None,No,Partial,,False,False,False,False,False,None,
5400,CVE-2024-32536,,None,No,Partial,,False,False,False,False,False,None,
5401,CVE-2024-32465,,None,No,Total,,False,False,False,False,False,None,
5402,CVE-2024-32035,,None,No,Partial,,False,False,False,False,False,None,
5403,CVE-2024-32873,,None,No,Partial,,False,False,False,False,False,None,
5404,CVE-2024-32062,,None,No,Total,,False,False,False,False,False,None,
5405,CVE-2024-32598,,None,No,Partial,,False,False,False,False,False,None,
5406,CVE-2024-32432,,None,No,Partial,,False,False,False,False,False,None,
5407,CVE-2024-32961,,None,No,Partial,,False,False,False,False,False,None,
5408,CVE-2024-32824,,None,No,Partial,,False,False,False,False,False,None,
5409,CVE-2024-32127,,None,No,Partial,,False,False,False,False,False,None,
5410,CVE-2024-32577,,None,No,Partial,,False,False,False,False,False,None,
5411,CVE-2024-32916,,None,No,Partial,,False,False,False,False,False,None,
5412,CVE-2024-32445,,None,No,Partial,,False,False,False,False,False,None,
5413,CVE-2024-32804,,None,No,Partial,,False,False,False,False,False,None,
5414,CVE-2024-32107,,None,No,Partial,,False,False,False,False,False,None,
5415,CVE-2024-32042,,None,No,Total,,False,False,False,False,False,None,
5416,CVE-2024-32541,,None,No,Partial,,False,False,False,False,False,None,
5417,CVE-2024-32111,,None,No,Partial,,False,False,False,False,False,None,
5418,CVE-2024-32812,,None,No,Partial,,False,False,False,False,False,None,
5419,CVE-2024-32957,,None,No,Partial,,False,False,False,False,False,None,
5420,CVE-2024-32404,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:L/A:L,Poc,No,Total,,False,False,False,False,False,None,
5421,CVE-2024-32687,,None,No,Partial,,False,False,False,False,False,None,
5422,CVE-2024-32238,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,None,Yes,Total,,False,False,False,False,True,Poc,
5423,CVE-2024-32392,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:N/I:H/A:N,Poc,No,Total,,False,False,False,False,False,None,
5424,CVE-2024-32516,,None,No,Partial,,False,False,False,False,False,None,
5425,CVE-2024-32003,,None,No,Total,,False,False,False,False,False,None,
5426,CVE-2024-32453,,None,No,Partial,,False,False,False,False,False,None,
5427,CVE-2024-32078,,None,No,Partial,,False,False,False,False,False,None,
5428,CVE-2024-32582,,None,No,Partial,,False,False,False,False,False,None,
5429,CVE-2024-32644,,None,Yes,Total,,False,False,False,False,False,None,
5430,CVE-2024-32701,,None,No,Partial,,False,False,False,False,False,None,
5431,CVE-2024-32886,,None,No,Partial,,False,False,False,False,False,None,
5432,CVE-2024-32869,,Poc,Yes,Partial,,False,False,False,False,False,None,
5433,CVE-2024-32613,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,None,No,Partial,,False,False,False,False,False,None,
5434,CVE-2024-32306,CVSS:3.1/AV:A/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,Poc,No,Partial,,False,False,False,False,False,None,
5435,CVE-2024-32605,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
5436,CVE-2024-32740,,None,Yes,Partial,,False,False,False,False,False,None,
5437,CVE-2024-32594,,None,No,Partial,,False,False,False,False,False,None,
5438,CVE-2024-32081,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
5439,CVE-2024-32828,,None,No,Partial,,False,False,False,False,False,None,
5440,CVE-2024-32652,,None,Yes,Partial,,False,False,False,False,False,None,
5441,CVE-2024-32717,,None,No,Partial,,False,False,False,False,False,None,
5442,CVE-2024-32653,,None,No,Total,,False,False,False,False,False,None,
5443,CVE-2024-32716,,None,Yes,Partial,,False,False,False,False,False,None,
5444,CVE-2024-32080,,None,No,Partial,,False,False,False,False,False,None,
5445,CVE-2024-32983,,None,No,Partial,,False,False,False,False,False,None,
5446,CVE-2024-32604,,None,No,Partial,,False,False,False,False,False,None,
5447,CVE-2024-32254,,None,No,Partial,,False,False,False,False,False,None,
5448,CVE-2024-32741,,None,Yes,Partial,,False,False,False,False,False,None,
5449,CVE-2024-32311,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Poc,No,Partial,,False,False,False,False,False,None,
5450,CVE-2024-32038,,None,Yes,Total,,False,False,False,False,False,None,
5451,CVE-2024-32891,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
5452,CVE-2024-32612,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,None,No,Partial,,False,False,False,False,False,None,
5453,CVE-2024-32887,,Poc,No,Partial,,False,False,False,False,False,None,
5454,CVE-2024-32491,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
5455,CVE-2024-32700,,None,No,Partial,,False,False,False,False,False,None,
5456,CVE-2024-32079,,None,No,Partial,,False,False,False,False,False,None,
5457,CVE-2024-32583,,None,No,Partial,,False,False,False,False,False,None,
5458,CVE-2024-32995,,None,No,Partial,,False,False,False,False,False,None,
5459,CVE-2024-32281,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,Poc,No,Total,,False,False,False,False,False,None,
5460,CVE-2024-32794,,None,No,Partial,,False,False,False,False,False,None,
5461,CVE-2024-32002,,Poc,No,Total,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H,False,False,False,False,True,Poc,
5462,CVE-2024-32452,,None,No,Partial,,False,False,False,False,False,None,
5463,CVE-2024-32686,,None,No,Partial,,False,False,False,False,False,None,
5464,CVE-2024-32669,,None,Yes,Partial,,False,False,False,False,False,None,
5465,CVE-2024-32813,,None,Yes,Partial,,False,False,False,False,False,None,
5466,CVE-2024-32405,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:L/I:N/A:N,None,No,Partial,,False,False,False,False,False,None,
5467,CVE-2024-32055,,None,No,Total,,False,False,False,False,False,None,
5468,CVE-2024-32690,,None,No,Partial,,False,False,False,False,False,None,
5469,CVE-2024-32805,,None,Yes,Partial,,False,False,False,False,False,None,
5470,CVE-2024-32106,,None,No,Partial,,False,False,False,False,False,None,
5471,CVE-2024-32782,,None,No,Partial,,False,False,False,False,False,None,
5472,CVE-2024-32063,,None,No,Total,,False,False,False,False,False,None,
5473,CVE-2024-32825,,None,Yes,Partial,,False,False,False,False,False,None,
5474,CVE-2024-32126,,None,No,Partial,,False,False,False,False,False,None,
5475,CVE-2024-32576,,None,No,Partial,,False,False,False,False,False,None,
5476,CVE-2024-32258,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,Poc,No,Total,,False,False,False,False,True,Poc,
5477,CVE-2024-32560,,None,No,Partial,,False,False,False,False,False,None,
5478,CVE-2024-32999,,None,No,Partial,,False,False,False,False,False,None,
5479,CVE-2024-32833,,None,No,Partial,,False,False,False,False,False,None,
5480,CVE-2024-32649,,Poc,Yes,Partial,,False,False,False,False,False,None,
5481,CVE-2024-32327,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:L,None,No,Partial,,False,False,False,False,False,None,
5482,CVE-2024-32777,,None,No,Partial,,False,False,False,False,False,None,
5483,CVE-2024-32632,,None,No,Partial,,False,False,False,False,False,None,
5484,CVE-2024-32059,,None,No,Total,,False,False,False,False,False,None,
5485,CVE-2024-32409,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:N,None,No,Partial,,False,False,False,False,False,None,
5486,CVE-2024-32720,,None,Yes,Partial,,False,False,False,False,False,None,
5487,CVE-2024-32370,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,None,Yes,Partial,,False,False,False,False,True,Poc,
5488,CVE-2024-32809,,None,Yes,Total,,False,False,False,False,False,None,
5489,CVE-2024-32736,,Poc,Yes,Partial,,False,False,False,False,False,None,
5490,CVE-2024-32018,,None,No,Total,,False,False,False,False,False,None,
5491,CVE-2024-32761,,None,No,Partial,,False,False,False,False,False,None,
5492,CVE-2024-22133,,None,No,Partial,,False,False,False,False,False,None,"['confidentiality and integrity', 'approver details', 'creation of request with incorrect approver causing low']"
5493,CVE-2024-22830,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,None,No,Total,,False,False,False,False,False,None,
5494,CVE-2024-22774,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,Poc,No,Total,,False,False,False,False,True,Poc,
5495,CVE-2024-22373,,None,Yes,Total,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
5496,CVE-2024-22365,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,False,False,False,False,False,None,"['o_directory', 'denial of service (blocked login', 'denial of service (blocked login process)']"
5497,CVE-2024-22298,,None,Yes,Partial,,False,False,False,False,False,None,
5498,CVE-2024-22345,,None,No,Partial,,False,False,False,False,False,None,
5499,CVE-2024-22129,,None,No,Partial,,False,False,False,False,False,None,"['xss attack', 'integrity', 'retrieve the sensitive information and cause minor impact', 'xss', 'user']"
5500,CVE-2024-22257,,None,No,Partial,,False,False,False,False,False,None,"['broken access control', 'null authentication parameter']"
5501,CVE-2024-22168,,None,No,Partial,,False,False,False,False,False,None,
5502,CVE-2024-22187,,Poc,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,False,False,False,False,False,None,
5503,CVE-2024-22095,,None,No,Total,,False,False,False,False,False,None,
5504,CVE-2024-22328,,None,No,Partial,,False,False,False,False,False,None,
5505,CVE-2024-22144,,None,No,Partial,,False,False,False,False,False,None,
5506,CVE-2024-22390,,None,No,Partial,,False,False,False,False,False,None,
5507,CVE-2024-22040,,None,Yes,Total,,False,False,False,False,False,None,"['crash the network service', 'buffer overread']"
5508,CVE-2024-22851,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,False,False,False,False,False,None,"['obtain sensitive information', 'directory traversal']"
5509,CVE-2024-22041,,None,Yes,Total,,False,False,False,False,False,None,['crash the network service']
5510,CVE-2024-22807,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,None,No,Partial,,False,False,False,False,False,None,
5511,CVE-2024-22811,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:H,None,Yes,Partial,,False,False,False,False,False,None,
5512,CVE-2024-22391,,Poc,No,Total,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:H/A:H,False,False,False,False,False,None,
5513,CVE-2024-22145,,None,No,Total,,False,False,False,False,True,Poc,
5514,CVE-2024-22779,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,"['execute arbitrary code', 'directory traversal']"
5515,CVE-2024-22329,,None,No,Total,,False,False,False,False,False,None,
5516,CVE-2024-22352,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,False,False,False,False,False,None,['sensitive information']
5517,CVE-2024-22128,,None,No,Partial,,False,False,False,False,False,None,"['limited impact to confidentiality and integrity of', 'does not sufficiently encode user-controlled inputs', 'cross-site scripting (xss)', 'cross-site scripting', 'xss', 'inject malicious javascript to cause limited impact to']"
5518,CVE-2024-22344,,None,No,Partial,,False,False,False,False,False,None,
5519,CVE-2024-22276,,None,No,Partial,,False,False,False,False,False,None,
5520,CVE-2024-22333,,None,No,Partial,,False,False,False,False,False,None,
5521,CVE-2024-22722,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,Poc,No,Total,,False,False,False,False,False,None,
5522,CVE-2024-22165,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,False,False,False,False,False,None,"['denial of service (dos)', 'perform a denial of service (dos)', 'availability', 'unusable', 'malformed investigation']"
5523,CVE-2024-22889,,None,No,Partial,,False,False,False,False,True,Poc,"['view and list all files hosted', 'incorrect access control']"
5524,CVE-2024-22718,,None,No,Partial,,False,False,False,False,False,None,
5525,CVE-2024-22061,,None,No,Total,,False,False,False,False,False,None,
5526,CVE-2024-22343,,None,No,Partial,,False,False,False,False,False,None,
5527,CVE-2024-22247,,None,No,Partial,,False,False,False,False,False,None,"['exploit the default boot priority configured', 'authentication and protection mechanism', 'missing authentication', 'access the bios configuration']"
5528,CVE-2024-22181,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
5529,CVE-2024-22640,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,None,Yes,Partial,,False,False,False,False,True,Poc,
5530,CVE-2024-22139,,None,No,Partial,,False,False,False,False,False,None,
5531,CVE-2024-22007,,None,No,Partial,,False,False,False,False,False,None,"['out of bounds read', 'missing bounds check', 'local information disclosure with no additional execution privileges']"
5532,CVE-2024-22396,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H,None,No,Total,,False,False,False,False,False,None,"['execute arbitrary code', 'integer-based buffer overflow', 'denial of service (dos)', 'denial of service (dos) and']"
5533,CVE-2024-22338,,None,No,Partial,,False,False,False,False,False,None,
5534,CVE-2024-22524,,None,No,Partial,,False,False,False,False,False,None,
5535,CVE-2024-22359,,None,No,Partial,,False,False,False,False,False,None,
5536,CVE-2024-22267,,None,No,Total,,False,False,False,False,False,None,
5537,CVE-2024-22334,,None,No,Partial,,False,False,False,False,False,None,
5538,CVE-2024-22266,,None,No,Partial,,False,False,False,False,False,None,
5539,CVE-2024-22358,,None,No,Partial,,False,False,False,False,False,None,
5540,CVE-2024-22476,,None,Yes,Total,,False,False,False,False,False,None,
5541,CVE-2024-22440,,None,No,Partial,,False,False,False,False,False,None,
5542,CVE-2024-22856,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:N,None,No,Partial,,False,False,False,False,False,None,
5543,CVE-2024-22339,,None,No,Partial,,False,False,False,False,False,None,
5544,CVE-2024-22397,,None,No,Partial,,False,False,False,False,False,None,"['improper neutralization of input during web page generation', 'execute arbitrary javascript code', 'store and execute arbitrary javascript code', 'cross-site scripting']"
5545,CVE-2024-22905,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
5546,CVE-2024-22513,,None,No,Partial,,False,False,False,True,False,Poc,"['missing user validation checks', 'information disclosure']"
5547,CVE-2024-22180,,None,No,Total,,False,False,False,False,False,None,"['use after free', 'dos', 'local attacker cause dos']"
5548,CVE-2024-22246,,None,No,Total,,False,False,False,False,False,None,"['perform a command injection attack', 'remote code execution', 'full control of the router', 'unauthenticated command injection']"
5549,CVE-2024-22855,,Poc,No,Partial,,False,False,False,False,False,None,
5550,CVE-2024-22044,,None,No,Partial,,False,False,False,False,False,None,"['reboot', 'create a denial of service condition']"
5551,CVE-2024-22382,,None,No,Total,,False,False,False,False,False,None,
5552,CVE-2024-22269,,None,No,Partial,,False,False,False,False,False,None,
5553,CVE-2024-22091,,None,No,Partial,,False,False,False,False,False,None,
